Actual,Predicted_Probability,Predicted_Label,Risk_Level,Top_Features
0,0.1353604993523352,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, TotalCharges_178.7, PaperlessBilling_Yes"
0,0.4787272110661178,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.30068329656842907,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, StreamingMovies_Yes"
1,0.7536554201399065,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, MultipleLines_Yes"
0,0.01685210068586237,0,Low,"Contract_Two year, InternetService_Fiber optic, TotalCharges_268.45, tenure, MonthlyCharges"
0,0.04948144320872091,0,Low,"tenure, InternetService_Fiber optic, PaperlessBilling_Yes, TechSupport_Yes, StreamingTV_Yes"
0,0.2234559617163585,0,Low,"tenure, TotalCharges_49.65, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.19831334197813597,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, Contract_Two year"
0,0.06345832336391766,0,Low,"InternetService_Fiber optic, Contract_One year, tenure, OnlineSecurity_Yes, TechSupport_Yes"
0,0.5360629279768278,1,Medium,"InternetService_Fiber optic, MonthlyCharges, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.60181432698898,1,Medium,"InternetService_Fiber optic, Contract_Two year, tenure, StreamingMovies_Yes, MonthlyCharges"
0,0.0293833568631525,0,Low,"InternetService_Fiber optic, tenure, Contract_One year, MonthlyCharges, PaymentMethod_Electronic check"
0,0.029852186237880877,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.008201095307298008,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.08440923708657837,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.021038875943317253,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.009775303130073033,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
1,0.7434002678713757,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, TotalCharges_74.6, MultipleLines_Yes"
0,0.3850221664623992,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, TechSupport_Yes, StreamingMovies_Yes"
0,0.04750986274206968,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.010295931823223395,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.46117983048797406,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, TotalCharges_926.25, TechSupport_Yes"
0,0.10287111840865287,0,Low,"tenure, InternetService_Fiber optic, TechSupport_Yes, PaperlessBilling_Yes, Contract_Two year"
1,0.7726841364030405,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.01338894538026046,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
1,0.5558722644125991,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.21351706954321725,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, Contract_Two year"
0,0.6911443733099358,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, StreamingTV_Yes"
0,0.02347487473736185,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.05911945647837212,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, StreamingMovies_Yes, MultipleLines_Yes"
0,0.051234080325986094,0,Low,"InternetService_Fiber optic, Contract_One year, MonthlyCharges, PaperlessBilling_Yes, tenure"
1,0.6720672751943295,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.016122154165664305,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.03437050802589684,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, MonthlyCharges"
0,0.015568428305036032,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.27524475550535066,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes, Contract_Two year"
1,0.5839683684757513,1,Medium,"tenure, TotalCharges_45.65, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check"
0,0.027209155908531683,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, tenure, PaperlessBilling_Yes"
0,0.39901331812749485,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, PaymentMethod_Electronic check"
1,0.4853079666309845,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.3477077486868306,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, MultipleLines_Yes, StreamingTV_Yes"
0,0.03454759346643318,0,Low,"Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, tenure, OnlineSecurity_Yes"
0,0.022058454080375968,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, TechSupport_Yes"
0,0.4116735907342467,0,Medium,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, Contract_Two year, StreamingTV_Yes"
1,0.5034017085596605,1,Medium,"InternetService_Fiber optic, tenure, MonthlyCharges, Contract_Two year, StreamingMovies_Yes"
0,0.03438348529337319,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.04239708211537017,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.009098391147224643,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.00692272673777835,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.11279052906757263,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year"
1,0.13599454632657051,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.12459792060707074,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.6208359809388759,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges, MultipleLines_Yes"
0,0.2217906588619643,0,Low,"InternetService_Fiber optic, tenure, TechSupport_Yes, Contract_Two year, StreamingTV_Yes"
0,0.059961223989132215,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.20325304113843565,0,Low,"tenure, InternetService_Fiber optic, PaperlessBilling_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.23423763063988068,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, tenure, PaymentMethod_Electronic check"
0,0.094171306864111,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.16148636490271154,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.014589780252138841,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
1,0.28536738059401584,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.5378604171203252,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, OnlineSecurity_Yes, MultipleLines_Yes"
1,0.05789561912848259,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.006771058108741962,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.16804874993722807,0,Low,"Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, TechSupport_Yes, MultipleLines_Yes"
0,0.2927782801105713,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, StreamingMovies_Yes"
0,0.19575418860744648,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, TechSupport_Yes, Contract_Two year"
0,0.14246550024520174,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingTV_Yes, PaymentMethod_Electronic check"
0,0.015542139533937705,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, tenure, PaperlessBilling_Yes"
0,0.11011842016860265,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes, Contract_Two year"
0,0.0297278427605686,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.11740046618569641,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year"
0,0.02182382999235808,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.10321398465709267,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, TechSupport_Yes, PaymentMethod_Electronic check"
1,0.8155345592019434,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MonthlyCharges"
1,0.7886586139807624,1,High,"tenure, InternetService_Fiber optic, TotalCharges_69.6, Contract_Two year, PaymentMethod_Electronic check"
1,0.5275666981481756,1,Medium,"tenure, InternetService_Fiber optic, TotalCharges_434.5, OnlineSecurity_Yes, Contract_Two year"
0,0.6840981972714199,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.029585754365308276,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.16697181516568776,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, StreamingTV_Yes"
0,0.0056205748389131956,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.05262876732649797,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.08746717863243597,0,Low,"InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.03290126070505429,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
1,0.5487396430904092,1,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, tenure, MonthlyCharges"
0,0.12523116674703028,0,Low,"InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
1,0.1956269825480464,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.6983522786812805,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
1,0.3084494702541099,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, MultipleLines_Yes, MonthlyCharges"
0,0.2469530155933089,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, MonthlyCharges"
0,0.24772520685741725,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.04961571367508777,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.3794754480718299,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, MonthlyCharges, MultipleLines_Yes"
0,0.06893982758603577,0,Low,"Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.010177701562814489,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.008983863360880525,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.13570327301296572,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.2749790142955984,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.6837916627016433,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.3815665861114346,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.006867682582730036,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.017648892102691133,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, PaymentMethod_Electronic check"
1,0.06625591456443145,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, PaperlessBilling_Yes, MonthlyCharges"
0,0.01775883846132626,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, PaymentMethod_Electronic check"
1,0.6440640611074475,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, StreamingTV_Yes"
0,0.0048554414102313995,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.05947110730453216,0,Low,"Contract_One year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, Contract_Two year"
1,0.38005242668967154,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, MonthlyCharges, TechSupport_Yes"
0,0.014461487902980604,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.8184470599951482,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, TotalCharges_181.65, StreamingMovies_Yes"
0,0.056584281954806,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.5112363734306469,1,Medium,"InternetService_Fiber optic, tenure, MonthlyCharges, StreamingMovies_Yes, Contract_Two year"
0,0.07025554174811129,0,Low,"InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.7807345704586972,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MonthlyCharges"
0,0.021760009681203847,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
1,0.2436232620480802,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.04338709685769261,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.22262735264234612,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.02574604229415435,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.3907789063690068,0,Low,"InternetService_Fiber optic, tenure, Contract_One year, StreamingMovies_Yes, Contract_Two year"
0,0.18826700947922606,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, StreamingMovies_Yes"
1,0.4452060711995,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, OnlineSecurity_Yes, MonthlyCharges"
1,0.7963201734527885,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.014896802550605681,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.014501729113985026,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.3073455949199529,0,Low,"InternetService_Fiber optic, tenure, OnlineSecurity_Yes, Contract_Two year, MonthlyCharges"
0,0.19104810415228024,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.5830306396940023,1,Medium,"InternetService_Fiber optic, Contract_Two year, tenure, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.00821963871909649,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.09629202458630517,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, TechSupport_Yes, PaperlessBilling_Yes"
0,0.1800860998657354,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, OnlineSecurity_Yes"
0,0.03842211271864346,0,Low,"Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, tenure"
1,0.39045644303427984,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, StreamingMovies_Yes"
1,0.4452021481539334,0,Medium,"InternetService_Fiber optic, Contract_One year, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.10860078369728138,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.6194397993466559,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.1491445883836466,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, MultipleLines_Yes, Contract_Two year"
0,0.11757552691740665,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, StreamingMovies_Yes"
0,0.01808722377392368,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.6668618035702035,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check, MultipleLines_Yes"
